seed,status,score,layout_count,platform_count,ramp_count,reachable_ramps,reachable_platforms,link_segments,link_connections,failed_link_connections,coverage_ratio,base_reachable_ratio,unique_layouts,elevation_span,decoration_count,blocking_ground_decorations,error_count,warning_count,generation_ms,analysis_ms,errors,warnings
1644,INVALID,22.716,9,15,19,5,5,13,8,0,0.20606,0.317652,5,62.53,221,28,2,3,43.37,7.313,unreachable_platforms:10|base_reachable_ratio_too_low:0.318,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:16
1645,VALID,73.949,6,9,13,11,9,8,5,0,0.159702,1.0,3,35.11,190,26,0,3,23.639,17.301,,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
1646,VALID,76.885,6,12,15,14,12,8,5,1,0.146315,1.0,6,37.968,182,27,0,4,20.717,16.51,,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
1647,INVALID,32.156,5,10,11,7,7,7,4,0,0.120179,0.808458,4,61.933,174,26,3,3,20.965,14.747,layout_count_below_minimum|unreachable_platforms:3|base_reachable_ratio_too_low:0.808,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:8
1648,INVALID,71.048,5,9,12,10,9,10,4,0,0.129636,1.0,5,35.402,176,28,1,3,25.717,16.984,layout_count_below_minimum,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:8
1649,INVALID,63.738,6,10,14,11,9,10,5,0,0.125168,1.0,5,22.847,171,28,1,3,26.069,18.747,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
1650,INVALID,59.299,6,11,16,12,8,8,5,0,0.162171,1.0,4,45.475,193,27,1,3,18.374,12.549,unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
1651,INVALID,60.823,8,12,13,12,11,11,7,1,0.184174,1.0,4,24.353,207,27,1,4,32.32,15.583,unreachable_platforms:1,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:12
1652,INVALID,70.132,5,9,12,11,9,9,4,0,0.124127,0.9999,5,35.781,169,28,1,3,14.904,20.272,layout_count_below_minimum,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
1653,VALID,74.315,7,12,14,14,12,11,6,0,0.16039,0.999894,5,22.757,194,27,0,3,27.193,15.036,,coverage_capped_by_available_surface|link_platform_intersections:8|raised_links_without_explicit_vertical_transition:10
1654,VALID,74.425,8,12,15,13,12,10,7,0,0.181319,0.993103,4,25.765,207,28,0,3,32.535,19.171,,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:13
1655,INVALID,62.452,6,8,13,8,6,8,5,0,0.13617,0.9999,5,19.592,184,28,1,3,25.074,16.048,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:1|raised_links_without_explicit_vertical_transition:10
1656,VALID,75.042,6,11,12,11,11,7,5,1,0.149573,0.999607,5,32.9,185,27,0,4,18.373,20.578,,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
1657,INVALID,60.395,6,12,16,13,10,9,5,0,0.143275,0.972552,4,41.452,186,27,1,3,25.154,14.812,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
1658,INVALID,61.001,7,12,17,15,10,10,6,0,0.156729,0.998349,5,30.923,188,26,1,3,22.374,19.716,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:12
1659,INVALID,35.142,10,14,16,11,9,12,9,1,0.203222,0.853238,4,26.546,218,27,2,4,33.11,13.283,unreachable_platforms:5|base_reachable_ratio_too_low:0.853,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:16
1660,INVALID,68.092,5,10,11,11,10,8,4,0,0.116921,1.0,4,50.075,165,27,1,3,16.712,16.655,layout_count_below_minimum,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:8
1661,VALID,77.847,6,10,12,10,10,9,5,0,0.14996,0.999896,5,42.311,188,27,0,3,30.41,14.283,,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:10
1662,INVALID,62.107,7,11,14,12,10,12,6,0,0.149439,1.0,4,25.664,189,28,1,3,19.24,18.602,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:12
1663,VALID,75.662,7,11,15,14,11,10,6,0,0.158895,0.999678,5,36.293,185,27,0,3,26.522,17.522,,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:12
1664,INVALID,37.824,7,9,14,8,7,8,6,2,0.145105,0.835913,4,30.087,187,28,2,4,23.646,14.448,unreachable_platforms:2|base_reachable_ratio_too_low:0.836,coverage_capped_by_available_surface|link_connections_without_blocks:2|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
1665,INVALID,65.573,7,13,16,14,12,11,6,0,0.178648,1.0,5,32.765,198,26,1,3,27.671,17.636,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:12
1666,INVALID,52.42,5,11,12,9,8,9,4,0,0.134188,0.999702,5,25.851,174,28,2,3,17.97,20.297,layout_count_below_minimum|unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
1667,INVALID,64.365,6,12,13,11,10,10,5,0,0.147944,0.995394,6,34.93,189,27,1,3,24.438,19.274,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
1668,INVALID,40.681,7,10,15,10,8,10,6,0,0.153605,0.820071,4,36.083,192,27,2,3,24.54,15.463,unreachable_platforms:2|base_reachable_ratio_too_low:0.820,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:12
1669,INVALID,55.338,5,12,15,14,11,8,4,1,0.136791,0.999485,4,38.439,177,27,2,4,24.639,17.785,layout_count_below_minimum|unreachable_platforms:1,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:6
1670,INVALID,69.001,5,9,13,10,9,9,4,0,0.126512,0.999804,4,36.979,178,28,1,3,19.208,18.187,layout_count_below_minimum,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:8
1671,INVALID,65.331,6,11,13,11,10,12,5,0,0.14912,1.0,5,36.785,191,28,1,3,28.366,17.656,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:10
1672,INVALID,55.383,5,8,9,7,7,8,4,0,0.107246,0.991729,4,37.014,162,26,2,3,14.866,16.875,layout_count_below_minimum|unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:8
1673,VALID,74.44,6,9,15,14,9,11,5,0,0.15688,0.997859,4,32.819,194,28,0,3,27.826,16.487,,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:8
1674,INVALID,66.24,7,12,15,12,11,11,6,0,0.174432,0.989575,5,45.076,203,28,1,3,22.849,15.14,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:10
1675,INVALID,71.212,5,10,12,11,10,8,4,0,0.12505,0.999901,4,77.714,167,26,1,3,23.692,20.104,layout_count_below_minimum,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:8
1676,INVALID,56.042,5,7,11,10,6,9,4,0,0.11331,0.999902,4,47.0,166,27,2,3,21.082,31.486,layout_count_below_minimum|unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:8
1677,INVALID,60.289,7,11,13,11,9,9,6,0,0.156678,1.0,4,37.06,187,27,1,3,28.648,20.666,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
1678,INVALID,70.733,5,7,9,8,7,9,4,0,0.113881,0.999802,4,102.143,164,27,1,3,22.729,22.253,layout_count_below_minimum,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
1679,INVALID,33.21,7,9,14,7,6,10,6,0,0.148566,0.769175,4,34.15,197,28,2,3,39.602,20.785,unreachable_platforms:3|base_reachable_ratio_too_low:0.769,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:12
1680,INVALID,67.632,6,10,14,12,9,8,5,0,0.152429,1.0,5,33.563,184,27,1,3,23.784,21.217,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:2|raised_links_without_explicit_vertical_transition:10
1681,INVALID,31.099,7,12,13,7,7,12,6,0,0.163548,0.742599,5,43.006,194,27,2,3,32.503,17.061,unreachable_platforms:5|base_reachable_ratio_too_low:0.743,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:12
1682,INVALID,58.481,7,13,15,12,10,12,6,0,0.165967,0.991941,5,36.369,198,28,1,3,51.99,24.312,unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:9|raised_links_without_explicit_vertical_transition:12
1683,INVALID,65.989,5,10,11,11,10,9,4,0,0.140671,0.99494,3,26.81,183,27,1,3,24.45,19.254,layout_count_below_minimum,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:6
1684,INVALID,57.786,5,11,13,11,9,11,4,0,0.161902,0.995822,5,49.668,191,27,2,3,27.042,24.254,layout_count_below_minimum|unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:6
1685,VALID,73.69,8,12,15,15,12,13,7,0,0.184964,0.995657,4,31.736,212,27,0,3,45.614,19.0,,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:14
1686,INVALID,62.349,8,12,13,12,11,13,7,0,0.184409,0.999564,4,25.734,217,29,1,3,66.669,20.649,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:8|raised_links_without_explicit_vertical_transition:14
1687,INVALID,65.079,6,12,15,13,11,9,5,1,0.14482,0.996704,6,26.583,181,27,1,4,21.964,21.029,unreachable_platforms:1,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
1688,INVALID,61.99,6,9,15,13,8,7,5,0,0.132441,0.9914,4,19.287,184,28,1,3,35.765,25.174,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:10
1689,INVALID,47.078,5,11,13,9,8,8,4,0,0.128594,0.926708,5,20.524,170,26,2,3,20.273,20.54,layout_count_below_minimum|unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:8
1690,INVALID,27.013,6,10,12,5,5,9,5,0,0.143056,0.500706,4,45.081,184,27,2,3,30.535,11.654,unreachable_platforms:5|base_reachable_ratio_too_low:0.501,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
1691,INVALID,0,5,10,12,0,0,7,4,0,0.124362,0.0,4,33.149,175,28,5,3,26.859,1.716,layout_count_below_minimum|arrival_blocked_by_link|arrival_has_no_free_navigation_cell|unreachable_platforms:10|base_reachable_ratio_too_low:0.000,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
1692,INVALID,43.681,6,11,15,9,8,10,5,0,0.149237,0.860255,5,38.467,185,27,2,3,33.905,17.946,unreachable_platforms:3|base_reachable_ratio_too_low:0.860,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:10
1693,INVALID,64.789,8,10,13,11,9,8,7,1,0.172081,0.997681,5,48.076,197,28,1,4,46.546,32.375,unreachable_platforms:1,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:2|raised_links_without_explicit_vertical_transition:12
1694,INVALID,26.35,7,12,16,6,6,12,6,0,0.172685,0.602442,5,28.144,201,29,2,3,40.626,13.302,unreachable_platforms:6|base_reachable_ratio_too_low:0.602,coverage_capped_by_available_surface|link_platform_intersections:9|raised_links_without_explicit_vertical_transition:12
1695,INVALID,63.414,6,9,13,10,8,10,5,0,0.126209,1.0,5,23.276,174,29,1,3,34.376,21.036,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
1696,INVALID,61.264,7,12,13,11,10,12,6,0,0.152244,1.0,5,22.417,187,28,1,3,34.043,24.546,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:12
1697,INVALID,37.599,7,10,14,7,7,9,6,0,0.158627,0.737639,5,110.121,197,27,2,3,41.154,15.077,unreachable_platforms:3|base_reachable_ratio_too_low:0.738,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
1698,INVALID,35.722,8,10,14,8,7,12,7,0,0.184426,0.712797,5,43.949,204,26,2,3,36.69,14.513,unreachable_platforms:3|base_reachable_ratio_too_low:0.713,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:14
1699,INVALID,35.842,7,10,14,10,7,11,6,1,0.168906,0.7937,5,39.714,208,28,2,4,36.416,20.474,unreachable_platforms:3|base_reachable_ratio_too_low:0.794,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
1700,INVALID,63.88,6,12,15,13,11,8,5,1,0.142569,1.0,5,41.048,175,27,1,4,23.587,20.969,unreachable_platforms:1,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:8
1701,INVALID,73.202,4,10,11,11,10,6,3,0,0.107347,1.0,4,103.642,158,28,1,3,23.547,25.921,layout_count_below_minimum,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:6
1702,INVALID,65.104,6,9,13,9,8,9,5,0,0.12715,0.999798,5,30.383,172,27,1,3,27.642,26.673,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:10
1703,INVALID,65.26,7,10,13,12,9,11,6,0,0.164254,1.0,5,43.9,197,26,1,3,30.941,20.517,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:12
1704,INVALID,56.487,8,10,13,10,7,10,7,0,0.172081,1.0,5,21.744,204,27,1,3,28.745,19.39,unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:14
1705,INVALID,49.091,5,10,11,7,7,10,4,0,0.137026,0.936638,5,73.755,176,28,2,3,23.047,22.914,layout_count_below_minimum|unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:8
1706,INVALID,63.264,6,13,14,11,11,11,5,0,0.1379,1.0,5,29.186,173,27,1,3,33.245,23.712,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:10
1707,VALID,76.602,6,12,13,12,12,7,5,1,0.156124,0.994579,5,37.756,188,27,0,4,35.503,24.953,,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:2|raised_links_without_explicit_vertical_transition:8
1708,INVALID,61.074,6,13,15,12,10,9,5,0,0.157048,0.974489,6,32.184,193,28,1,3,23.982,23.51,unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:9
1709,INVALID,68.58,5,10,15,11,10,10,4,0,0.120179,1.0,4,46.553,168,27,1,3,25.872,22.785,layout_count_below_minimum,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
1710,INVALID,59.231,6,10,11,8,7,8,5,0,0.131164,0.99971,5,63.772,183,28,1,3,28.228,20.371,unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
1711,INVALID,0,5,9,10,0,0,10,4,0,0.122749,0.0,5,48.992,174,28,5,3,34.425,1.747,layout_count_below_minimum|arrival_blocked_by_link|arrival_has_no_free_navigation_cell|unreachable_platforms:9|base_reachable_ratio_too_low:0.000,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
